학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000006408,목포용해초등학교,초등학교,2005-03-01,공립,본교,운영,전라남도 목포시 용해동 974,전라남도 목포시 포미로 35. 목포용해초등학교 (용해동),8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2022-10-06,34.81858406,126.3969949,2023-03-22
B000003940,언동초등학교,초등학교,2002-06-10,공립,본교,운영,경기도 용인시 기흥구 언남동 132-10,경기도 용인시 기흥구 언남로 55 (언남동. 언동초등학교),7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2022-10-06,37.29536064,127.131593,2023-03-22
B000002294,서울왕북초등학교,초등학교,1963-10-31,공립,본교,운영,서울특별시 강남구 수서동 745,서울특별시 강남구 광평로31길 74 (수서동.왕북초등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.48632828,127.0860547,2023-03-22
B000004185,안화초등학교,초등학교,2004-03-01,공립,본교,운영,경기도 화성시 병점동 851,경기도 화성시 병점3로 132-5 (병점동),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.21284997,127.0473692,2023-03-22
B000006644,문덕초등학교,초등학교,1926-08-03,공립,본교,운영,전라남도 보성군 문덕면 봉정리 276,전라남도 보성군 문덕면 동소산길 129-10 . 문덕초등학교(문덕면. 관사),8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2022-10-06,34.91969669,127.1749436,2023-03-22
B000003686,효원초등학교,초등학교,1991-03-02,공립,본교,운영,경기도 수원시 영통구 매탄동 1155,경기도 수원시 영통구 효원로358번길 16 (매탄동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.2591319,127.039915,2023-03-22
B000007163,고경초등학교,초등학교,1928-04-23,공립,본교,운영,경상북도 영천시 고경면 상덕리 345,경상북도 영천시 고경면 호국로 1276 (고경면. 고경초등학교),8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2022-10-06,36.00272314,129.067562,2023-03-22
B000007099,인동초등학교,초등학교,1905-04-01,공립,본교,운영,경상북도 구미시 인의동 389-2,경상북도 구미시 여헌로3길 34 (인의동. 인동초등학교),8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2022-10-06,36.10688422,128.4220825,2023-03-22
B000004463,다문초등학교,초등학교,1938-04-01,공립,본교,운영,경기도 양평군 용문면 다문리 626,경기도 양평군 용문면 다문중앙2길 27 . 다문초등학교 (용문면. 다문초등학교),7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2022-10-06,37.48585466,127.5915311,2023-03-22
B000002298,서울역삼초등학교,초등학교,1979-09-27,공립,본교,운영,서울특별시 강남구 역삼동 833-7,서울특별시 강남구 강남대로66길 21 서울역삼초등학교 (역삼동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49316528,127.0326527,2023-03-22
B000006595,죽곡초등학교,초등학교,1925-12-01,공립,본교,운영,전라남도 곡성군 죽곡면 태평리 614,전라남도 곡성군 죽곡면 오죽로 43 . 죽곡초등학교 (죽곡면),8490000,전라남도교육청,8571000,전라남도곡성교육지원청,2013-11-29,2022-10-06,35.15328594,127.3180357,2023-03-22
B000002459,청동초등학교,초등학교,1978-03-01,공립,본교,운영,부산광역시 영도구 청학동 71-1,부산광역시 영도구 태종로422번길 51 청학동.청동초등학교),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.08859965,129.0666045,2023-03-22
B000003632,정자초등학교,초등학교,1988-12-27,공립,본교,운영,경기도 수원시 장안구 정자동 873,경기도 수원시 장안구 장안로 191 . 정자초등학교 (정자동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.29957588,126.9951959,2023-03-22
B000005668,인주초등학교,초등학교,1930-05-27,공립,본교,운영,충청남도 아산시 인주면 신성리 220,충청남도 아산시 인주면 서해로 486 (인주면),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2022-10-06,36.87620339,126.896343,2023-03-22
B000005487,오갑초등학교,초등학교,1946-09-01,공립,본교,운영,충청북도 음성군 감곡면 오궁리 2-1,충청북도 음성군 감곡면 가곡로 326-7 . 오갑초등학교 (감곡면),8000000,충청북도교육청,8101000,충청북도음성교육지원청,2013-11-29,2022-10-06,37.11234437,127.6771702,2023-03-22
B000002055,서울상계초등학교,초등학교,1946-09-11,공립,본교,운영,서울특별시 노원구 상계동 402-1,서울특별시 노원구 상계로9길 39 . 서울상계초등학교 (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65962546,127.066495,2023-03-22
B000006625,봉래초등학교,초등학교,1924-09-10,공립,본교,운영,전라남도 고흥군 봉래면 신금리 682-1,전라남도 고흥군 봉래면 신금길 7 (봉래면),8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2013-11-29,2022-10-06,34.46915806,127.4659162,2023-03-22
B000005338,화산초등학교,초등학교,1980-03-03,공립,본교,운영,충청북도 제천시 화산동 606,충청북도 제천시 내토로41길 18 . 화산초등학교 (화산동),8000000,충청북도교육청,8031000,충청북도제천교육지원청,2013-11-29,2022-10-06,37.12982691,128.2134631,2023-03-22
B000023073,망월초등학교,초등학교,1958-02-01,공립,본교,운영,경기도 하남시 망월동 1025,경기도 하남시 미사강변북로24번길 10 (망월동),7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2022-10-06,37.57083433,127.1806492,2023-03-22
B000007885,하동초등학교,초등학교,1907-10-03,공립,본교,운영,경상남도 하동군 하동읍 광평리 299,경상남도 하동군 하동읍 남당길 47 (하동읍),9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2022-10-06,35.06692842,127.7476853,2023-03-22
B000007598,남포초등학교,초등학교,1948-09-01,공립,본교,운영,경상남도 통영시 도남동 187,경상남도 통영시 남포1길 22 (도남동. 남포초등학교),9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2022-10-06,34.82440195,128.4324231,2023-03-22
B000004078,연성초등학교,초등학교,1957-04-10,공립,본교,운영,경기도 시흥시 광석동 89-2,경기도 시흥시 나분들길 44 (광석동. 연성초등학교),7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2022-10-06,37.38797529,126.8183205,2023-03-22
B000006181,남원왕치초등학교,초등학교,1940-05-20,공립,본교,운영,전라북도 남원시 용정동 117-1,전라북도 남원시 박달길 37 (용정동. 남원왕치초등학교),8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2022-10-06,35.43458682,127.3822648,2023-03-22
B000022720,온샘초등학교,초등학교,2022-03-01,공립,본교,운영,부산광역시 동래구 온천동 968-3,부산광역시 동래구 충렬대로75번길 25 (온천동),7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2022-10-06,35.20952094,129.0687106,2023-03-22
B000005818,서천초등학교,초등학교,1912-05-10,공립,본교,운영,충청남도 서천군 서천읍 군사리 724-1,충청남도 서천군 서천읍 서천로98번길 5 (서천읍),8140000,충청남도교육청,8241000,충청남도서천교육지원청,2013-11-29,2022-10-06,36.07853356,126.6877891,2023-03-22
B000008077,표선초등학교,초등학교,1909-07-12,공립,본교,운영,제주특별자치도 서귀포시 표선면 표선리 456,제주특별자치도 서귀포시 표선면 표선동서로 293 (표선면),9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2022-10-06,33.32994427,126.834314,2023-03-22
B000024128,나비초등학교,초등학교,2015-03-01,공립,본교,운영,경기도 김포시 구래동 6893-5,경기도 김포시 김포한강10로134번길 70 (구래동. 나비초등학교),7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2022-10-06,37.64021544,126.6259953,2023-03-22
B000004455,양평동초등학교,초등학교,1968-03-02,공립,본교,운영,경기도 양평군 양평읍 창대리 639,경기도 양평군 양평읍 창대길 20-8 (양평읍. 양평동초등학교),7530000,경기도교육청,7731000,경기도양평교육지원청,2013-11-29,2022-10-06,37.48822139,127.5071031,2023-03-22
B000003690,대선초등학교,초등학교,2005-03-01,공립,본교,운영,경기도 수원시 영통구 망포동 710,경기도 수원시 영통구 봉영로 1432-19 . 대선초등학교 (망포동. 대선초등학교),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.24194618,127.0646545,2023-03-22
B000002412,서울숭인초등학교,초등학교,1937-04-01,공립,본교,운영,서울특별시 성북구 하월곡동 222-4,서울특별시 성북구 오패산로16길 37 (하월곡동.서울숭인초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.6091602,127.0382341,2023-03-22
B000006546,문평초등학교,초등학교,1932-06-22,공립,본교,운영,전라남도 나주시 문평면 동원리 719,전라남도 나주시 문평면 문평로 15 . 문평초등학교 (문평면),8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2022-10-06,35.05875584,126.6033097,2023-03-22
B000006093,이리북일초등학교,초등학교,1938-03-09,공립,본교,운영,전라북도 익산시 신동 764-1,전라북도 익산시 동서로19길 100 (신동. 이리북일초등학교),8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2022-10-06,35.96278758,126.9592211,2023-03-22
B000004754,상패초등학교,초등학교,1947-03-20,공립,본교,운영,경기도 양주시 은현면 하패리 796-4,경기도 양주시 은현면 은현로312번길 121-208 (은현면. 상패초등학교),7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2022-10-06,37.89802794,127.0264769,2023-03-22
B000003725,단남초등학교,초등학교,1983-06-22,공립,본교,운영,경기도 성남시 중원구 금광동 210,경기도 성남시 중원구 광명로300번길 25 (금광동.단남초등학교),7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2022-10-06,37.44290368,127.161375,2023-03-22
B000002410,서울일신초등학교,초등학교,2000-09-01,공립,본교,운영,서울특별시 성북구 종암동 1-79,서울특별시 성북구 월곡로 74 (종암동.서울일신초등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59881357,127.0401072,2023-03-22
B000002861,대구효명초등학교,초등학교,1983-03-02,공립,본교,운영,대구광역시 남구 봉덕동 1164,대구광역시 남구 앞산순환로 707 (봉덕동.효명초등학교),7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2022-10-06,35.83465147,128.601058,2023-03-22
B000006187,남원용성초등학교,초등학교,1906-06-01,공립,본교,운영,전라북도 남원시 동충동 192-4,전라북도 남원시 용성로 29 (동충동.남원용성초등학교),8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2022-10-06,35.40936565,127.3798565,2023-03-22
B000004180,율목초등학교,초등학교,2007-09-01,공립,본교,운영,경기도 화성시 반월동 879,경기도 화성시 영통로50번길 19 . 율목초등학교 (반월동),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.23705501,127.0643495,2023-03-22
B000001871,서울묵현초등학교,초등학교,2004-10-29,공립,본교,운영,서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 동일로157길 75 서울묵현초등학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.6090804,127.0736243,2023-03-22
B000006041,군산푸른솔초등학교,초등학교,2011-03-01,공립,본교,운영,전라북도 군산시 수송동 813,전라북도 군산시 축동로 20 (수송동),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2022-10-06,35.96146082,126.7113629,2023-03-22
B000007475,중동초등학교,초등학교,2006-09-01,공립,본교,운영,경상남도 창원시 의창구 서상동 657,경상남도 창원시 의창구 의창대로238번길 14 중동초등학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2022-10-06,35.25948046,128.6234138,2023-03-22
B000006068,임피초등학교,초등학교,1912-05-01,공립,본교,운영,전라북도 군산시 임피면 읍내리 536,전라북도 군산시 임피면 동헌길 38 (임피면. 임피초등학교),8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2022-10-06,35.98780017,126.8499764,2023-03-22
B000007053,영남초등학교,초등학교,1981-11-25,공립,본교,운영,경상북도 안동시 안기동 195-10,경상북도 안동시 영남길 15 . 안기동 195-10 (안기동. 영남초등학교),8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2022-10-06,36.57345844,128.7208656,2023-03-22
B000005320,앙성초등학교,초등학교,1927-04-18,공립,본교,운영,충청북도 충주시 앙성면 용대리 258-1,충청북도 충주시 앙성면 내용2길 38 . 앙성초등학교 (앙성면),8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2022-10-06,37.10649251,127.7578074,2023-03-22
B000004246,금암초등학교,초등학교,2009-09-18,공립,본교,운영,경기도 오산시 금암동 510,경기도 오산시 수청로 204-20 (금암동. 금암초등학교),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.17873483,127.0439479,2023-03-22
B000007468,마산신월초등학교,초등학교,1998-10-24,공립,본교,운영,경상남도 창원시 마산합포구 월영동 709-2,경상남도 창원시 마산합포구 월영마을로 40 (월영동. 마산신월초등학교),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2022-10-06,35.17099201,128.5565457,2023-03-22
B000003328,금구초등학교,초등학교,2000-10-04,공립,본교,운영,광주광역시 광산구 운남동 781-3,광주광역시 광산구 임방울대로165번길 60 (운남동),7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2022-10-06,35.17673732,126.8141009,2023-03-22
B000004218,송산초등학교,초등학교,1920-11-06,공립,본교,운영,경기도 화성시 송산면 사강리 701,경기도 화성시 송산면 사강시장길 15-9 . 송산초등학교 (송산면),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.21463742,126.7319598,2023-03-22
B000007982,한라초등학교,초등학교,2001-03-02,공립,본교,운영,제주특별자치도 제주시 노형동 754-2,제주특별자치도 제주시 연화로 42 (노형동. 한라초등학교),9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2022-10-06,33.4778157,126.4864335,2023-03-22
B000005425,양강초등학교,초등학교,1930-04-15,공립,본교,운영,충청북도 영동군 양강면 묘동리 331-2,충청북도 영동군 양강면 학산영동로 817 (양강면),8000000,충청북도교육청,8071000,충청북도영동교육지원청,2013-11-29,2022-10-06,36.14516473,127.7474976,2023-03-22
B000003916,정재초등학교,초등학교,1971-03-01,공립,본교,운영,경기도 안산시 상록구 부곡동 225-5,경기도 안산시 상록구 정재초교길 11 (부곡동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2022-10-06,37.33848608,126.8648857,2023-03-22
B000006116,황등남초등학교,초등학교,1970-04-01,공립,본교,운영,전라북도 익산시 황등면 황등리 963-3,전라북도 익산시 황등면 황등서로 44 (황등면),8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2022-10-06,36.0033501,126.9387491,2023-03-22
B000003497,삼일초등학교,초등학교,1994-03-31,공립,본교,운영,울산광역시 중구 서동 40,울산광역시 중구 동천5길 18-9 (서동),7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2022-10-06,35.58217637,129.345525,2023-03-22
B000002077,서울상수초등학교,초등학교,1988-10-08,공립,본교,운영,서울특별시 노원구 상계동 755,서울특별시 노원구 동일로216길 66 . 서울상수초등학교 (상계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65110502,127.0647586,2023-03-22
B000003695,영덕초등학교,초등학교,1997-04-01,공립,본교,운영,경기도 수원시 영통구 영통동 957-2,경기도 수원시 영통구 영통로 438 (영통동. 영덕초등학교),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.25905057,127.0739487,2023-03-22
B000005000,상평초등학교오색분교장,초등학교,1961-04-01,공립,분교,운영,강원도 양양군 서면 오색리 307-1,강원도 양양군 서면 설악로 1173 (서면),7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2022-10-06,38.07434202,128.4792502,2023-03-22
B000002681,송운초등학교,초등학교,1996-03-01,공립,본교,운영,부산광역시 해운대구 반송동 893,부산광역시 해운대구 신반송로 20 (반송동. 송운초등학교),7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2022-10-06,35.22861126,129.1573917,2023-03-22
B000003633,대평초등학교,초등학교,1999-10-02,공립,본교,운영,경기도 수원시 장안구 정자동 871-2,경기도 수원시 장안구 대평로 111 . 대평초등학교 (정자동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.29774522,126.9907648,2023-03-22
B000004034,두창초등학교,초등학교,1971-03-13,공립,본교,운영,경기도 용인시 처인구 원삼면 두창리 871,경기도 용인시 처인구 원삼면 복분로 29 (원삼면. 두창초등학교),7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2022-10-06,37.15834601,127.342837,2023-03-22
B000006586,고서초등학교,초등학교,1926-04-20,공립,본교,운영,전라남도 담양군 고서면 동운리 591-2,전라남도 담양군 고서면 원등1길 7 (고서면. 고서초등학교),8490000,전라남도교육청,8561000,전라남도담양교육지원청,2013-11-29,2022-10-06,35.22463672,126.9736336,2023-03-22
B000002535,대연초등학교,초등학교,1929-04-01,공립,본교,운영,부산광역시 남구 대연동 289-15,부산광역시 남구 진남로18번길 11 (대연동. 대연초등학교),7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2022-10-06,35.1372365,129.0922864,2023-03-22
B000003162,인천가석초등학교,초등학교,1994-09-01,공립,본교,운영,인천광역시 서구 가정동 430-37,인천광역시 서구 서달로 174 (가정동),7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2022-10-06,37.51475728,126.6796755,2023-03-22
B000003085,인천장도초등학교,초등학교,2006-05-01,공립,본교,운영,인천광역시 남동구 논현동 600-2,인천광역시 남동구 포구로 112 (논현동. 인천장도초등학교),7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2022-10-06,37.40789739,126.7336259,2023-03-22
B000005846,운곡초등학교,초등학교,1926-03-01,공립,본교,운영,충청남도 청양군 운곡면 신대리 598,충청남도 청양군 운곡면 청신로 882 (운곡면),8140000,충청남도교육청,8251000,충청남도청양교육지원청,2013-11-29,2022-10-06,36.52488765,126.8462863,2023-03-22
B000006802,월평초등학교,초등학교,1924-04-20,공립,본교,운영,전라남도 장성군 황룡면 월평리 61-2,전라남도 장성군 황룡면 신월산1길 10 (황룡면),8490000,전라남도교육청,8691000,전라남도장성교육지원청,2013-11-29,2022-10-06,35.2908465,126.7758889,2023-03-22
B000004819,연천왕산초등학교,초등학교,1963-02-01,공립,본교,운영,경기도 연천군 미산면 우정리 397,경기도 연천군 미산면 왕산로 15 (미산면. 연천왕산초등학교),7530000,경기도교육청,7701000,경기도연천교육지원청,2013-11-29,2022-10-06,38.05625632,127.0110148,2023-03-22
B000008054,서호초등학교,초등학교,1943-05-15,공립,본교,운영,제주특별자치도 서귀포시 호근동 1421-5,제주특별자치도 서귀포시 호근남로 40 (호근동),9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2022-10-06,33.25378497,126.5285133,2023-03-22
B000004196,수기초등학교,초등학교,2000-09-01,공립,본교,운영,경기도 화성시 봉담읍 수기리 26-2,경기도 화성시 봉담읍 수기웃말길 27 . 수기초등학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.20148359,126.9805521,2023-03-22
B000003671,연무초등학교,초등학교,1967-10-07,공립,본교,운영,경기도 수원시 팔달구 매향동 8-1,경기도 수원시 팔달구 창룡대로103번길 60 (매향동),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.28730746,127.0219242,2023-03-22
B000007369,대교초등학교,초등학교,2005-03-01,공립,본교,운영,경상북도 칠곡군 석적읍 남율리 880,경상북도 칠곡군 석적읍 서중리7길 15 (석적읍. 대교초등학교),8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2022-10-06,36.07549588,128.3983623,2023-03-22
B000007604,충무초등학교,초등학교,1981-09-20,공립,본교,운영,경상남도 통영시 정량동 232,경상남도 통영시 비석2길 24 (정량동.충무초등학교),9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2022-10-06,34.84838052,128.4303429,2023-03-22
B000003452,대전삼육초등학교,초등학교,1952-04-01,사립,본교,운영,대전광역시 서구 도마동 163-11,대전광역시 서구 도림1길 15 . 대전삼육초등학교 (도마동),7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2022-10-06,36.31184344,127.3724191,2023-03-22
B000004213,청룡초등학교,초등학교,1946-12-11,공립,본교,운영,경기도 화성시 비봉면 청요리 571,경기도 화성시 비봉면 주석로 610 . 청룡초등학교 (비봉면. 청룡초등학교),7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2022-10-06,37.20084555,126.8886257,2023-03-22
B000006098,이리석암초등학교,초등학교,1963-03-01,공립,본교,운영,전라북도 익산시 석암동 215-1,전라북도 익산시 서동로46길 119 (석암동. 석암초등학교),8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2022-10-06,35.93518731,127.0081764,2023-03-22
B000002070,서울을지초등학교,초등학교,1994-04-22,공립,본교,운영,서울특별시 노원구 중계동 360,서울특별시 노원구 중계로 239 (중계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65058885,127.0730918,2023-03-22
B000007534,화양초등학교,초등학교,1956-12-01,공립,본교,운영,경상남도 창원시 의창구 동읍 화양리 988-1,경상남도 창원시 의창구 동읍 백월로 524 . 화양초등학교 (동읍),9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2022-10-06,35.30562566,128.6520009,2023-03-22
B000007658,임호초등학교,초등학교,1997-09-01,공립,본교,운영,경상남도 김해시 외동 1260-2,경상남도 김해시 함박로 163 (외동.임호초등학교),9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2022-10-06,35.23377808,128.8695253,2023-03-22
B000003926,학현초등학교,초등학교,2003-03-03,공립,본교,운영,경기도 안산시 상록구 이동 665-1,경기도 안산시 상록구 석호로 6 . 학현초등학교 (이동),7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2022-10-06,37.31061715,126.8469052,2023-03-22
B000004695,월롱초등학교,초등학교,1936-10-10,공립,본교,운영,경기도 파주시 월롱면 덕은리 303-1,경기도 파주시 월롱면 월롱초교길 40 . 월롱초등학교 (월롱면),7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2022-10-06,37.80126646,126.7801919,2023-03-22
B000006209,월촌초등학교,초등학교,1924-06-01,공립,본교,운영,전라북도 김제시 입석동 469,전라북도 김제시 입석7길 119 . 월촌초등학교 (입석동. 월촌초등학교),8320000,전라북도교육청,8381000,전라북도김제교육지원청,2013-11-29,2022-10-06,35.7891504,126.8681157,2023-03-22
B000003743,보평초등학교,초등학교,2009-09-01,공립,본교,운영,경기도 성남시 분당구 삼평동 743,경기도 성남시 분당구 동판교로 154 . 보평초등학교 (삼평동),7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2022-10-06,37.39603837,127.1177564,2023-03-22
B000003634,송림초등학교,초등학교,1999-09-06,공립,본교,운영,경기도 수원시 장안구 정자동 889-1,경기도 수원시 장안구 대평로51번길 65 (정자동. 송림초등학교),7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2022-10-06,37.2912808,126.9917372,2023-03-22
B000006087,이리서초등학교,초등학교,1983-09-09,공립,본교,운영,전라북도 익산시 남중동 458-7,전라북도 익산시 익산대로 213 (남중동. 이리서초등학교),8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2022-10-06,35.94527011,126.9489539,2023-03-22
B000005296,단월초등학교,초등학교,1946-10-01,공립,본교,운영,충청북도 충주시 단월동 513-19,충청북도 충주시 신대2길 12 . 단월초등학교 (단월동.단월초교),8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2022-10-06,36.94773188,127.8992691,2023-03-22
B000003000,인천삼목초등학교장봉분교장,초등학교,1947-10-02,공립,분교,운영,인천광역시 옹진군 북도면 장봉리 1050,인천광역시 옹진군 북도면 장봉로 553 (북도면. 인천삼목초등학교장봉분교),7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2022-10-06,37.5339125,126.3376011,2023-03-22
B000007000,아화초등학교,초등학교,1941-04-10,공립,본교,운영,경상북도 경주시 서면 아화리 282,경상북도 경주시 서면 내서로 461 (서면. 아화초등학교),8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2022-10-06,35.89297744,129.0529245,2023-03-22
B000004310,창우초등학교,초등학교,1995-03-06,공립,본교,운영,경기도 하남시 창우동 518-2,경기도 하남시 대청로 99 (창우동. 창우초등학교),7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2022-10-06,37.54065829,127.2237555,2023-03-22
B000002852,대구학남초등학교,초등학교,2002-09-01,공립,본교,운영,대구광역시 북구 국우동 1079-1,대구광역시 북구 학정동로 23 (국우동. 대구학남초등학교),7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2022-10-06,35.94624601,128.5662722,2023-03-22
B000006367,변산초등학교,초등학교,1934-05-10,공립,본교,운영,전라북도 부안군 변산면 지서리 383-2,전라북도 부안군 변산면 지서1길 11 . 변산초등학교 (변산면. 변산초등학교),8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2022-10-06,35.66251905,126.5280199,2023-03-22
B000005653,온양초사초등학교,초등학교,1949-12-01,공립,본교,운영,충청남도 아산시 초사동 112-5,충청남도 아산시 초사길 122 (초사동. 온양초사초등학교),8140000,충청남도교육청,8181000,충청남도아산교육지원청,2013-11-29,2022-10-06,36.75121131,126.9735287,2023-03-22
B000002233,서울가양초등학교,초등학교,1992-11-26,공립,본교,운영,서울특별시 강서구 가양동 1484,서울특별시 강서구 허준로 186 . (가양동.가양초등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-03-15,37.56221719,126.8585216,2023-03-22
B000006689,강진동초등학교,초등학교,1972-03-02,공립,본교,운영,전라남도 강진군 강진읍 동성리 202,전라남도 강진군 강진읍 중앙로 180 (강진읍. 강진동초등학교),8490000,전라남도교육청,8631000,전라남도강진교육지원청,2013-11-29,2022-10-06,34.6411847,126.7762172,2023-03-22
B000002480,당리초등학교,초등학교,1984-04-10,공립,본교,운영,부산광역시 사하구 당리동 511,부산광역시 사하구 다대로 22번길 12 (당리동. 당리초등학교),7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2022-10-06,35.09991131,128.9756932,2023-03-22
B000006265,고산초등학교,초등학교,1909-05-30,공립,본교,운영,전라북도 완주군 고산면 읍내리 132,전라북도 완주군 고산면 고산로 153 (고산면. 고산초등학교),8320000,전라북도교육청,8391000,전라북도완주교육지원청,2013-11-29,2022-10-06,35.97543375,127.2141308,2023-03-22
B000001852,서울종암초등학교,초등학교,1922-07-08,공립,본교,운영,서울특별시 동대문구 제기동 1157,서울특별시 동대문구 무학로44길 25 (제기동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58230741,127.0318564,2023-03-22
